"Account","Beginning Of Interval","Followers"
"Alberto Fernández",2021-04-25,2659322
"Alberto Fernández",2021-04-26,2659032
"Alberto Fernández",2021-04-27,2658131
"Alberto Fernández",2021-04-28,2657924
"Alberto Fernández",2021-04-29,2657974
"Alberto Fernández",2021-04-30,2657979
"Alberto Fernández",2021-05-01,2657892
"Alberto Fernández",2021-05-02,2658049
"Alberto Fernández",2021-05-03,2658160
"Alberto Fernández",2021-05-04,2658670
"Alberto Fernández",2021-05-05,2658915
"Alberto Fernández",2021-05-06,2658825
"Alberto Fernández",2021-05-07,2658703
"Alberto Fernández",2021-05-08,2658924
"Alberto Fernández",2021-05-09,2659158
"Alberto Fernández",2021-05-10,2659156
"Alberto Fernández",2021-05-11,2659167
"Alberto Fernández",2021-05-12,2659021
"Alberto Fernández",2021-05-13,2659085
"Alberto Fernández",2021-05-14,2659274
"Alberto Fernández",2021-05-15,2659324
"Alberto Fernández",2021-05-16,2659489
"Alberto Fernández",2021-05-17,2659768
"Alberto Fernández",2021-05-18,2660071
"Alberto Fernández",2021-05-19,2660281
"Alberto Fernández",2021-05-20,2660868
"Alberto Fernández",2021-05-21,2662498
"Alberto Fernández",2021-05-22,2663610
"Alberto Fernández",2021-05-23,2664172
"Alberto Fernández",2021-05-24,2664582
"Alberto Fernández",2021-05-25,2664498
"Alberto Fernández",2021-05-26,2664228
"Alberto Fernández",2021-05-27,2664202
"Alberto Fernández",2021-05-28,2664503
"Alberto Fernández",2021-05-29,2664741
"Alberto Fernández",2021-05-30,2664968
"Alberto Fernández",2021-05-31,2665179
"Alberto Fernández",2021-06-01,2665047
"Alberto Fernández",2021-06-02,2664990
"Alberto Fernández",2021-06-03,2664985
"Alberto Fernández",2021-06-04,2664926
"Alberto Fernández",2021-06-05,2664896
"Alberto Fernández",2021-06-06,2664887
"Alberto Fernández",2021-06-07,2664909
"Alberto Fernández",2021-06-08,2664792
"Alberto Fernández",2021-06-09,2664706
"Alberto Fernández",2021-06-10,2664153
"Alberto Fernández",2021-06-11,2663736
"Alberto Fernández",2021-06-12,2663321
"Alberto Fernández",2021-06-13,2663050
"Alberto Fernández",2021-06-14,2662773
"Alberto Fernández",2021-06-15,2662251
"Alberto Fernández",2021-06-16,2662023
"Alberto Fernández",2021-06-17,2661833
"Alberto Fernández",2021-06-18,2661486
"Alberto Fernández",2021-06-19,2661275
"Alberto Fernández",2021-06-20,2661013
"Alberto Fernández",2021-06-21,2660816
"Alberto Fernández",2021-06-22,2660707
"Alberto Fernández",2021-06-23,2660430
"Alberto Fernández",2021-06-24,2660201
"Alberto Fernández",2021-06-25,2659932
"Alberto Fernández",2021-06-26,2659570
"Alberto Fernández",2021-06-27,2659326
"Alberto Fernández",2021-06-28,2658573
"Alberto Fernández",2021-06-29,2658417
"Alberto Fernández",2021-06-30,2658250
"Alberto Fernández",2021-07-01,2657833
"Alberto Fernández",2021-07-02,2657465
"Alberto Fernández",2021-07-03,2657349
"Alberto Fernández",2021-07-04,2657286
"Alberto Fernández",2021-07-05,2657105
"Alberto Fernández",2021-07-06,2656935
"Alberto Fernández",2021-07-07,2656890
"Alberto Fernández",2021-07-08,2656775
"Alberto Fernández",2021-07-09,2656634
"Alberto Fernández",2021-07-10,2656453
"Alberto Fernández",2021-07-11,2658464
"Alberto Fernández",2021-07-12,2658715
"Alberto Fernández",2021-07-13,2658562
"Alberto Fernández",2021-07-14,2658291
"Alberto Fernández",2021-07-15,2658256
"Alberto Fernández",2021-07-16,2657858
"Alberto Fernández",2021-07-17,2657580
"Alberto Fernández",2021-07-18,2657544
"Alberto Fernández",2021-07-19,2657536
"Alberto Fernández",2021-07-20,2657441
"Alberto Fernández",2021-07-21,2657510
"Alberto Fernández",2021-07-22,2657458
"Alberto Fernández",2021-07-23,2657422
"Alberto Fernández",2021-07-24,2657467
"Alberto Fernández",2021-07-25,2656924
"Alberto Fernández",2021-07-26,2656543
"Alberto Fernández",2021-07-27,2656358
"Alberto Fernández",2021-07-28,2656138
"Alberto Fernández",2021-07-29,2655956
"Alberto Fernández",2021-07-30,2655794
"Alberto Fernández",2021-07-31,2655646
"Alberto Fernández",2021-08-01,2655423
"Alberto Fernández",2021-08-02,2655199
"Alberto Fernández",2021-08-03,2654803
"Alberto Fernández",2021-08-04,2654475
"Alberto Fernández",2021-08-05,2654178
"Alberto Fernández",2021-08-06,2653108
"Alberto Fernández",2021-08-07,2652478
"Alberto Fernández",2021-08-08,2652161
"Alberto Fernández",2021-08-09,2651382
"Alberto Fernández",2021-08-10,2650817
"Alberto Fernández",2021-08-11,2650175
"Alberto Fernández",2021-08-12,2650050
"Alberto Fernández",2021-08-13,2649789
"Alberto Fernández",2021-08-14,2648488
"Alberto Fernández",2021-08-15,2647803
"Alberto Fernández",2021-08-16,2646754
"Alberto Fernández",2021-08-17,2645410
"Alberto Fernández",2021-08-18,2644016
"Alberto Fernández",2021-08-19,2643271
"Alberto Fernández",2021-08-20,2643053
"Alberto Fernández",2021-08-21,2642999
"Alberto Fernández",2021-08-22,2642643
"Alberto Fernández",2021-08-23,2642084
"Alberto Fernández",2021-08-24,2641615
"Alberto Fernández",2021-08-25,2641326
"Alberto Fernández",2021-08-26,2640769
"Alberto Fernández",2021-08-27,2640289
"Alberto Fernández",2021-08-28,2639810
"Alberto Fernández",2021-08-29,2638944
"Alberto Fernández",2021-08-30,2638233
"Alberto Fernández",2021-08-31,2636736
"Alberto Fernández",2021-09-01,2635650
"Alberto Fernández",2021-09-02,2634975
"Alberto Fernández",2021-09-03,2634590
"Alberto Fernández",2021-09-04,2634157
"Alberto Fernández",2021-09-05,2633712
"Alberto Fernández",2021-09-06,2633600
"Alberto Fernández",2021-09-07,2633353
"Alberto Fernández",2021-09-08,2632918
"Alberto Fernández",2021-09-09,2632018
"Alberto Fernández",2021-09-10,2631675
"Alberto Fernández",2021-09-11,2630534
"Alberto Fernández",2021-09-12,2629219
"Alberto Fernández",2021-09-13,2627434
"Alberto Fernández",2021-09-14,2627001
"Alberto Fernández",2021-09-15,2627015
"Alberto Fernández",2021-09-16,2627033
"Alberto Fernández",2021-09-17,2626734
"Alberto Fernández",2021-09-18,2626390
"Alberto Fernández",2021-09-19,2626165
"Alberto Fernández",2021-09-20,2626293
"Alberto Fernández",2021-09-21,2626117
"Alberto Fernández",2021-09-22,2625938
"Alberto Fernández",2021-09-23,2625853
"Alberto Fernández",2021-09-24,2626065
"Alberto Fernández",2021-09-25,2625461
"Alberto Fernández",2021-09-26,2625018
"Alberto Fernández",2021-09-27,2624916
"Alberto Fernández",2021-09-28,2624751
"Alberto Fernández",2021-09-29,2624744
"Alberto Fernández",2021-09-30,2624445
"Alberto Fernández",2021-10-01,2624173
"Alberto Fernández",2021-10-02,2624259
"Alberto Fernández",2021-10-03,2626058
"Alberto Fernández",2021-10-04,2625952
"Alberto Fernández",2021-10-05,2626281
"Alberto Fernández",2021-10-06,2626607
"Alberto Fernández",2021-10-07,2626939
"Alberto Fernández",2021-10-08,2627105
"Alberto Fernández",2021-10-09,2627370
"Alberto Fernández",2021-10-10,2627500
"Alberto Fernández",2021-10-11,2627460
"Alberto Fernández",2021-10-12,2626624
"Alberto Fernández",2021-10-13,2626381
"Alberto Fernández",2021-10-14,2626804
"Alberto Fernández",2021-10-15,2627007
"Alberto Fernández",2021-10-16,2627184
"Alberto Fernández",2021-10-17,2626962
"Alberto Fernández",2021-10-18,2626826
"Alberto Fernández",2021-10-19,2626940
"Alberto Fernández",2021-10-20,2626940
"Alberto Fernández",2021-10-21,2627191
"Alberto Fernández",2021-10-22,2627270
"Alberto Fernández",2021-10-23,2627499
"Alberto Fernández",2021-10-24,2627853
"Alberto Fernández",2021-10-25,2627953
"Alberto Fernández",2021-10-26,2628028
"Alberto Fernández",2021-10-27,2628205
"Alberto Fernández",2021-10-28,2627712
"Alberto Fernández",2021-10-29,2627677
"Alberto Fernández",2021-10-30,2627778
"Alberto Fernández",2021-10-31,2627769
"Alberto Fernández",2021-11-01,2627858
"Alberto Fernández",2021-11-02,2627856
"Alberto Fernández",2021-11-03,2627905
"Alberto Fernández",2021-11-04,2628047
"Alberto Fernández",2021-11-05,2628238
"Alberto Fernández",2021-11-06,2628087
"Alberto Fernández",2021-11-07,2627177
"Alberto Fernández",2021-11-08,2626608
"Alberto Fernández",2021-11-09,2626396
"Alberto Fernández",2021-11-10,2625771
"Alberto Fernández",2021-11-11,2625289
"Alberto Fernández",2021-11-12,2624685
"Alberto Fernández",2021-11-13,2624709
"Alberto Fernández",2021-11-14,2624397
"Alberto Fernández",2021-11-15,2624102
"Alberto Fernández",2021-11-16,2624277
"Alberto Fernández",2021-11-17,2624103
"Alberto Fernández",2021-11-18,2623827
"Alberto Fernández",2021-11-19,2623937
"Alberto Fernández",2021-11-20,2624165
"Alberto Fernández",2021-11-21,2624281
"Alberto Fernández",2021-11-22,2624358
"Alberto Fernández",2021-11-23,2624389
"Alberto Fernández",2021-11-24,2624337
"Alberto Fernández",2021-11-25,2624294
"Alberto Fernández",2021-11-26,2624171
"Alberto Fernández",2021-11-27,2624199
"Alberto Fernández",2021-11-28,2624313
"Alberto Fernández",2021-11-29,2624361
"Alberto Fernández",2021-11-30,2624301
"Alberto Fernández",2021-12-01,2624237
"Alberto Fernández",2021-12-02,2624046
"Alberto Fernández",2021-12-03,2623807
"Alberto Fernández",2021-12-04,2623554
"Alberto Fernández",2021-12-05,2623493
"Alberto Fernández",2021-12-06,2623156
"Alberto Fernández",2021-12-07,2622692
"Alberto Fernández",2021-12-08,2622550
"Alberto Fernández",2021-12-09,2622447
"Alberto Fernández",2021-12-10,2622921
"Alberto Fernández",2021-12-11,2623221
"Alberto Fernández",2021-12-12,2623309
"Alberto Fernández",2021-12-13,2623193
"Alberto Fernández",2021-12-14,2623148
"Alberto Fernández",2021-12-15,2623026
"Alberto Fernández",2021-12-16,2622963
"Alberto Fernández",2021-12-17,2622837
"Alberto Fernández",2021-12-18,2622793
"Alberto Fernández",2021-12-19,2622826
"Alberto Fernández",2021-12-20,2622663
"Alberto Fernández",2021-12-21,2622740
"Alberto Fernández",2021-12-22,2622714
"Alberto Fernández",2021-12-23,2622887
"Alberto Fernández",2021-12-24,2622985
"Alberto Fernández",2021-12-25,2622928
"Alberto Fernández",2021-12-26,2622767
"Alberto Fernández",2021-12-27,2622653
"Alberto Fernández",2021-12-28,2622829
"Alberto Fernández",2021-12-29,2622859
"Alberto Fernández",2021-12-30,2622698
"Alberto Fernández",2021-12-31,2622488
"Alberto Fernández",2022-01-01,2622397
"Alberto Fernández",2022-01-02,2622188
"Alberto Fernández",2022-01-03,2621959
"Alberto Fernández",2022-01-04,2621633
"Alberto Fernández",2022-01-05,2621346
"Alberto Fernández",2022-01-06,2621100
"Alberto Fernández",2022-01-07,2620720
"Alberto Fernández",2022-01-08,2620418
"Alberto Fernández",2022-01-09,2620140
"Alberto Fernández",2022-01-10,2619936
"Alberto Fernández",2022-01-11,2619819
"Alberto Fernández",2022-01-12,2619800
"Alberto Fernández",2022-01-13,2619665
"Alberto Fernández",2022-01-14,2619494
"Alberto Fernández",2022-01-15,2619296
"Alberto Fernández",2022-01-16,2619102
"Alberto Fernández",2022-01-17,2618927
"Alberto Fernández",2022-01-18,2618535
"Alberto Fernández",2022-01-19,2618169
"Alberto Fernández",2022-01-20,2618000
"Alberto Fernández",2022-01-21,2617740
"Alberto Fernández",2022-01-22,2617488
"Alberto Fernández",2022-01-23,2617121
"Alberto Fernández",2022-01-24,2616541
"Alberto Fernández",2022-01-25,2616251
"Alberto Fernández",2022-01-26,2615976
"Alberto Fernández",2022-01-27,2615665
"Alberto Fernández",2022-01-28,2615403
"Alberto Fernández",2022-01-29,2615158
"Alberto Fernández",2022-01-30,2614940
"Alberto Fernández",2022-01-31,2614549
"Alberto Fernández",2022-02-01,2614128
"Alberto Fernández",2022-02-02,2613747
"Alberto Fernández",2022-02-03,2613324
"Alberto Fernández",2022-02-04,2612836
"Alberto Fernández",2022-02-05,2612428
"Alberto Fernández",2022-02-06,2612099
"Alberto Fernández",2022-02-07,2611721
"Alberto Fernández",2022-02-08,2611361
"Alberto Fernández",2022-02-09,2611059
"Alberto Fernández",2022-02-10,2610720
"Alberto Fernández",2022-02-11,2610270
"Alberto Fernández",2022-02-12,2609807
"Alberto Fernández",2022-02-13,2609476
"Alberto Fernández",2022-02-14,2609244
"Alberto Fernández",2022-02-15,2609084
"Alberto Fernández",2022-02-16,2608835
"Alberto Fernández",2022-02-17,2608351
"Alberto Fernández",2022-02-18,2608105
"Alberto Fernández",2022-02-19,2607950
"Alberto Fernández",2022-02-20,2607642
"Alberto Fernández",2022-02-21,2606801
"Alberto Fernández",2022-02-22,2606220
"Alberto Fernández",2022-02-23,2605878
"Alberto Fernández",2022-02-24,2605547
"Alberto Fernández",2022-02-25,2605650
"Alberto Fernández",2022-02-26,2605549
"Alberto Fernández",2022-02-27,2605337
"Alberto Fernández",2022-02-28,2605265
"Alberto Fernández",2022-03-01,2605192
"Alberto Fernández",2022-03-02,2604723
"Alberto Fernández",2022-03-03,2604290
"Alberto Fernández",2022-03-04,2602720
"Alberto Fernández",2022-03-05,2602441
"Alberto Fernández",2022-03-06,2602110
"Alberto Fernández",2022-03-07,2601736
"Alberto Fernández",2022-03-08,2601423
"Alberto Fernández",2022-03-09,2601130
"Alberto Fernández",2022-03-10,2600851
"Alberto Fernández",2022-03-11,2600567
"Alberto Fernández",2022-03-12,2600588
"Alberto Fernández",2022-03-13,2599751
"Alberto Fernández",2022-03-14,2599436
"Alberto Fernández",2022-03-15,2598766
"Alberto Fernández",2022-03-16,2598006
"Alberto Fernández",2022-03-17,2597503
"Alberto Fernández",2022-03-18,2597183
"Alberto Fernández",2022-03-19,2596918
"Alberto Fernández",2022-03-20,2596632
"Alberto Fernández",2022-03-21,2596345
"Alberto Fernández",2022-03-22,2595972
"Alberto Fernández",2022-03-23,2595741
"Alberto Fernández",2022-03-24,2595413
"Alberto Fernández",2022-03-25,2595112
"Alberto Fernández",2022-03-26,2594640
"Alberto Fernández",2022-03-27,2594209
"Alberto Fernández",2022-03-28,2593722
"Alberto Fernández",2022-03-29,2593263
"Alberto Fernández",2022-03-30,2592767
"Alberto Fernández",2022-03-31,2592324
"Alberto Fernández",2022-04-01,2592038
"Alberto Fernández",2022-04-02,2591861
"Alberto Fernández",2022-04-03,2591524
"Alberto Fernández",2022-04-04,2591924
"Alberto Fernández",2022-04-05,2591512
"Alberto Fernández",2022-04-06,2591110
"Alberto Fernández",2022-04-07,2590638
"Alberto Fernández",2022-04-08,2590332
"Alberto Fernández",2022-04-09,2590006
"Alberto Fernández",2022-04-10,2589623
"Alberto Fernández",2022-04-11,2590549
"Alberto Fernández",2022-04-12,2590441
"Alberto Fernández",2022-04-13,2590237
"Alberto Fernández",2022-04-14,2589561
"Alberto Fernández",2022-04-15,2589112
"Alberto Fernández",2022-04-16,2588875
"Alberto Fernández",2022-04-17,2588648
"Alberto Fernández",2022-04-18,2588384
"Alberto Fernández",2022-04-19,2588077
"Alberto Fernández",2022-04-20,2587994
"Alberto Fernández",2022-04-21,2587774
"Alberto Fernández",2022-04-22,2587697
"Alberto Fernández",2022-04-23,2587344
"Alberto Fernández",2022-04-24,2587241
"Alberto Fernández",2022-04-25,2586903
"Alberto Fernández",2022-04-26,2586622
"Alberto Fernández",2022-04-27,2586240
"Alberto Fernández",2022-04-28,2585700
"Alberto Fernández",2022-04-29,2585463
"Alberto Fernández",2022-04-30,2585082
"Alberto Fernández",2022-05-01,2584560
"Alberto Fernández",2022-05-02,2584103
"Alberto Fernández",2022-05-03,2583636
"Alberto Fernández",2022-05-04,2583306
"Alberto Fernández",2022-05-05,2583024
"Alberto Fernández",2022-05-06,2582788
"Alberto Fernández",2022-05-07,2582451
"Alberto Fernández",2022-05-08,2582417
"Alberto Fernández",2022-05-09,2582125
"Alberto Fernández",2022-05-10,2581537
"Alberto Fernández",2022-05-11,2581427
"Alberto Fernández",2022-05-12,2581137
"Alberto Fernández",2022-05-13,2580807
"Alberto Fernández",2022-05-14,2580426
"Alberto Fernández",2022-05-15,2579874
"Alberto Fernández",2022-05-16,2579689
"Alberto Fernández",2022-05-17,2579432
"Alberto Fernández",2022-05-18,2578575
"Alberto Fernández",2022-05-19,2577863
"Alberto Fernández",2022-05-20,2577740
"Alberto Fernández",2022-05-21,2577376
"Alberto Fernández",2022-05-22,2576652
"Alberto Fernández",2022-05-23,2576774
"Alberto Fernández",2022-05-24,2575984
"Alberto Fernández",2022-05-25,2575897
"Alberto Fernández",2022-05-26,2575478
"Alberto Fernández",2022-05-27,2574857
"Alberto Fernández",2022-05-28,2574374
"Alberto Fernández",2022-05-29,2574189
"Alberto Fernández",2022-05-30,2574482
"Alberto Fernández",2022-05-31,2574299
